service_id,date,exception_type
5,20130223,1
5,20130224,1
5,20130302,1
5,20130303,1
5,20130309,1
5,20130310,1
5,20130316,1
5,20130317,1
5,20130323,1
5,20130324,1
5,20130330,1
5,20130331,1
5,20130406,1
5,20130407,1
5,20130413,1
5,20130414,1
5,20130420,1
5,20130421,1
5,20130427,1
5,20130428,1
5,20130504,1
5,20130505,1
5,20130511,1
5,20130512,1
6,20121130,1
6,20121203,1
6,20121204,1
6,20121205,1
6,20121206,1
6,20121207,1
6,20121210,1
6,20121211,1
6,20121212,1
6,20121213,1
6,20121214,1
6,20121217,1
6,20121218,1
6,20121219,1
6,20121220,1
6,20121221,1
6,20121224,1
6,20121226,1
6,20121227,1
6,20121228,1
6,20130102,1
6,20130103,1
6,20130104,1
6,20130107,1
6,20130108,1
6,20130109,1
6,20130110,1
6,20130111,1
6,20130114,1
6,20130115,1
6,20130116,1
6,20130117,1
6,20130118,1
6,20130122,1
6,20130123,1
6,20130124,1
6,20130125,1
6,20130128,1
6,20130129,1
6,20130130,1
6,20130131,1
6,20130201,1
6,20130204,1
6,20130205,1
6,20130206,1
6,20130207,1
6,20130208,1
6,20130211,1
6,20130212,1
6,20130213,1
6,20130214,1
6,20130215,1
6,20130219,1
6,20130220,1
6,20130221,1
6,20130222,1
6,20130225,1
6,20130226,1
6,20130227,1
6,20130228,1
6,20130301,1
6,20130304,1
6,20130305,1
6,20130306,1
6,20130307,1
6,20130308,1
6,20130311,1
6,20130312,1
6,20130313,1
6,20130314,1
6,20130315,1
6,20130318,1
6,20130319,1
6,20130320,1
6,20130321,1
6,20130322,1
6,20130325,1
6,20130326,1
6,20130327,1
6,20130328,1
6,20130329,1
6,20130401,1
6,20130402,1
6,20130403,1
6,20130404,1
6,20130405,1
6,20130408,1
6,20130409,1
6,20130410,1
6,20130411,1
6,20130412,1
6,20130415,1
6,20130416,1
6,20130417,1
6,20130418,1
6,20130419,1
6,20130422,1
6,20130423,1
6,20130424,1
6,20130425,1
6,20130426,1
6,20130429,1
6,20130430,1
6,20130501,1
6,20130502,1
6,20130503,1
6,20130506,1
6,20130507,1
6,20130508,1
6,20130509,1
6,20130510,1
6,20130513,1
6,20130514,1
6,20130515,1
6,20130516,1
6,20130517,1
7,20121201,1
7,20121208,1
7,20121215,1
7,20121222,1
7,20121225,1
7,20121229,1
7,20130101,1
7,20130105,1
7,20130112,1
7,20130119,1
7,20130126,1
7,20130202,1
7,20130209,1
7,20130216,1
7,20130223,1
7,20130302,1
7,20130309,1
7,20130316,1
7,20130323,1
7,20130330,1
7,20130406,1
7,20130413,1
7,20130420,1
7,20130427,1
7,20130504,1
7,20130511,1
7,20130518,1
7,20130525,1
8,20121202,1
8,20121209,1
8,20121216,1
8,20121223,1
8,20121230,1
8,20130106,1
8,20130113,1
8,20130120,1
8,20130127,1
8,20130203,1
8,20130210,1
8,20130217,1
8,20130224,1
8,20130303,1
8,20130310,1
8,20130317,1
8,20130324,1
8,20130331,1
8,20130407,1
8,20130414,1
8,20130421,1
8,20130428,1
8,20130505,1
8,20130512,1
8,20130519,1
8,20130526,1
9,20121130,1
9,20121203,1
9,20121204,1
9,20121205,1
9,20121206,1
9,20121207,1
9,20121210,1
9,20121211,1
9,20121212,1
9,20121213,1
9,20121214,1
9,20121217,1
9,20121218,1
9,20121219,1
9,20121220,1
9,20121221,1
9,20121224,1
9,20121226,1
9,20121227,1
9,20121228,1
9,20121231,1
9,20130102,1
9,20130103,1
9,20130104,1
9,20130107,1
9,20130108,1
9,20130109,1
9,20130110,1
9,20130111,1
9,20130114,1
9,20130115,1
9,20130116,1
9,20130117,1
9,20130118,1
9,20130121,1
9,20130122,1
9,20130123,1
9,20130124,1
9,20130125,1
9,20130128,1
9,20130129,1
9,20130130,1
9,20130131,1
9,20130201,1
9,20130204,1
9,20130205,1
9,20130206,1
9,20130207,1
9,20130208,1
9,20130211,1
9,20130212,1
9,20130213,1
9,20130214,1
9,20130215,1
9,20130218,1
9,20130219,1
9,20130220,1
9,20130221,1
9,20130222,1
9,20130225,1
9,20130226,1
9,20130227,1
9,20130228,1
9,20130301,1
9,20130304,1
9,20130305,1
9,20130306,1
9,20130307,1
9,20130308,1
9,20130311,1
9,20130312,1
9,20130313,1
9,20130314,1
9,20130315,1
9,20130318,1
9,20130319,1
9,20130320,1
9,20130321,1
9,20130322,1
9,20130325,1
9,20130326,1
9,20130327,1
9,20130328,1
9,20130329,1
9,20130401,1
9,20130402,1
9,20130403,1
9,20130404,1
9,20130405,1
9,20130408,1
9,20130409,1
9,20130410,1
9,20130411,1
9,20130412,1
9,20130415,1
9,20130416,1
9,20130417,1
9,20130418,1
9,20130419,1
9,20130422,1
9,20130423,1
9,20130424,1
9,20130425,1
9,20130426,1
9,20130429,1
9,20130430,1
9,20130501,1
9,20130502,1
9,20130503,1
9,20130506,1
9,20130507,1
9,20130508,1
9,20130509,1
9,20130510,1
9,20130513,1
9,20130514,1
9,20130515,1
9,20130516,1
9,20130517,1
9,20130520,1
9,20130521,1
9,20130522,1
9,20130523,1
9,20130524,1
9,20130527,1
9,20130528,1
10,20121224,1
11,20121130,1
11,20121203,1
11,20121204,1
11,20121205,1
11,20121206,1
11,20121207,1
11,20121210,1
11,20121211,1
11,20121212,1
11,20121213,1
11,20121214,1
11,20121217,1
11,20121218,1
11,20121219,1
11,20121220,1
11,20121221,1
11,20121226,1
11,20121227,1
11,20121228,1
11,20121231,1
11,20130102,1
11,20130103,1
11,20130104,1
11,20130107,1
11,20130108,1
11,20130109,1
11,20130110,1
11,20130111,1
11,20130114,1
11,20130115,1
11,20130116,1
11,20130117,1
11,20130118,1
11,20130122,1
11,20130123,1
11,20130124,1
11,20130125,1
11,20130128,1
11,20130129,1
11,20130130,1
11,20130131,1
11,20130201,1
11,20130204,1
11,20130205,1
11,20130206,1
11,20130207,1
11,20130208,1
11,20130211,1
11,20130212,1
11,20130213,1
11,20130214,1
11,20130215,1
11,20130219,1
11,20130220,1
11,20130221,1
11,20130222,1
11,20130225,1
11,20130226,1
11,20130227,1
11,20130228,1
11,20130301,1
11,20130304,1
11,20130305,1
11,20130306,1
11,20130307,1
11,20130308,1
11,20130311,1
11,20130312,1
11,20130313,1
11,20130314,1
11,20130315,1
11,20130318,1
11,20130319,1
11,20130320,1
11,20130321,1
11,20130322,1
11,20130325,1
11,20130326,1
11,20130327,1
11,20130328,1
11,20130329,1
11,20130401,1
11,20130402,1
11,20130403,1
11,20130404,1
11,20130405,1
11,20130408,1
11,20130409,1
11,20130410,1
11,20130411,1
11,20130412,1
11,20130415,1
11,20130416,1
11,20130417,1
11,20130418,1
11,20130419,1
11,20130422,1
11,20130423,1
11,20130424,1
11,20130425,1
11,20130426,1
11,20130429,1
11,20130430,1
11,20130501,1
11,20130502,1
11,20130503,1
11,20130506,1
11,20130507,1
11,20130508,1
11,20130509,1
11,20130510,1
11,20130513,1
11,20130514,1
11,20130515,1
11,20130516,1
11,20130517,1
12,20130121,1
12,20130218,1
13,20121203,1
13,20121204,1
13,20121205,1
13,20121206,1
13,20121207,1
13,20121210,1
13,20121211,1
13,20121212,1
13,20121213,1
13,20121214,1
13,20121217,1
13,20121218,1
13,20121219,1
13,20121220,1
13,20121221,1
13,20121224,1
13,20121226,1
13,20121227,1
13,20121228,1
13,20121231,1
13,20130102,1
13,20130103,1
13,20130104,1
13,20130107,1
13,20130108,1
13,20130109,1
13,20130110,1
13,20130111,1
13,20130114,1
13,20130115,1
13,20130116,1
13,20130117,1
13,20130118,1
13,20130122,1
13,20130123,1
13,20130124,1
13,20130125,1
13,20130128,1
13,20130129,1
13,20130130,1
13,20130131,1
13,20130201,1
13,20130204,1
13,20130205,1
13,20130206,1
13,20130207,1
13,20130208,1
13,20130211,1
13,20130212,1
13,20130213,1
13,20130214,1
13,20130215,1
13,20130219,1
13,20130220,1
13,20130221,1
13,20130222,1
13,20130225,1
13,20130226,1
13,20130227,1
13,20130228,1
13,20130301,1
13,20130304,1
13,20130305,1
13,20130306,1
13,20130307,1
13,20130308,1
13,20130311,1
13,20130312,1
13,20130313,1
13,20130314,1
13,20130315,1
13,20130318,1
13,20130319,1
13,20130320,1
13,20130321,1
13,20130322,1
13,20130325,1
13,20130326,1
13,20130327,1
13,20130328,1
13,20130329,1
13,20130401,1
13,20130402,1
13,20130403,1
13,20130404,1
13,20130405,1
13,20130408,1
13,20130409,1
13,20130410,1
13,20130411,1
13,20130412,1
13,20130415,1
13,20130416,1
13,20130417,1
13,20130418,1
13,20130419,1
13,20130422,1
13,20130423,1
13,20130424,1
13,20130425,1
13,20130426,1
13,20130429,1
13,20130430,1
13,20130501,1
13,20130502,1
13,20130503,1
13,20130506,1
13,20130507,1
13,20130508,1
13,20130509,1
13,20130510,1
13,20130513,1
13,20130514,1
13,20130515,1
13,20130516,1
13,20130517,1
14,20121130,1
14,20121201,1
14,20121207,1
14,20121208,1
14,20121214,1
14,20121215,1
14,20121221,1
14,20121222,1
14,20121224,1
14,20121228,1
14,20121229,1
14,20130104,1
14,20130105,1
14,20130111,1
14,20130112,1
14,20130118,1
14,20130119,1
14,20130120,1
14,20130125,1
14,20130126,1
14,20130201,1
14,20130202,1
14,20130208,1
14,20130209,1
14,20130215,1
14,20130216,1
14,20130217,1
14,20130222,1
14,20130223,1
14,20130301,1
14,20130302,1
14,20130308,1
14,20130309,1
14,20130315,1
14,20130316,1
14,20130322,1
14,20130323,1
14,20130329,1
14,20130330,1
14,20130405,1
14,20130406,1
14,20130412,1
14,20130413,1
14,20130419,1
14,20130420,1
14,20130426,1
14,20130427,1
14,20130503,1
14,20130504,1
14,20130510,1
14,20130511,1
14,20130517,1
15,20121208,1
15,20121209,1
15,20121215,1
15,20121216,1
15,20121222,1
15,20121223,1
15,20121225,1
15,20121229,1
15,20121230,1
15,20130101,1
15,20130105,1
15,20130106,1
15,20130112,1
15,20130113,1
15,20130119,1
15,20130120,1
15,20130121,1
15,20130126,1
15,20130127,1
15,20130202,1
15,20130203,1
15,20130209,1
15,20130210,1
15,20130216,1
15,20130217,1
15,20130218,1
15,20130223,1
15,20130224,1
15,20130302,1
15,20130303,1
15,20130309,1
15,20130310,1
15,20130316,1
15,20130317,1
15,20130323,1
15,20130324,1
15,20130330,1
15,20130331,1
15,20130406,1
15,20130407,1
15,20130413,1
15,20130414,1
15,20130420,1
15,20130421,1
15,20130427,1
15,20130428,1
15,20130504,1
15,20130505,1
15,20130511,1
15,20130512,1
16,20121208,1
16,20121209,1
16,20121215,1
16,20121216,1
16,20121222,1
16,20121223,1
16,20121225,1
16,20121229,1
16,20121230,1
16,20130101,1
16,20130105,1
16,20130106,1
16,20130112,1
16,20130113,1
16,20130119,1
16,20130120,1
16,20130121,1
16,20130126,1
16,20130127,1
16,20130202,1
16,20130203,1
16,20130209,1
16,20130210,1
16,20130216,1
16,20130217,1
16,20130218,1
16,20130223,1
16,20130224,1
16,20130302,1
16,20130303,1
16,20130309,1
16,20130310,1
16,20130316,1
16,20130317,1
16,20130323,1
16,20130324,1
16,20130330,1
16,20130331,1
16,20130406,1
16,20130407,1
16,20130413,1
16,20130414,1
16,20130420,1
16,20130421,1
16,20130427,1
16,20130428,1
16,20130504,1
16,20130505,1
16,20130511,1
16,20130512,1
16,20130518,1
17,20121207,1
17,20121214,1
17,20121221,1
17,20121224,1
17,20121228,1
17,20130104,1
17,20130111,1
17,20130118,1
17,20130125,1
17,20130201,1
17,20130208,1
17,20130215,1
17,20130222,1
17,20130301,1
17,20130308,1
17,20130315,1
17,20130322,1
17,20130329,1
17,20130405,1
17,20130412,1
17,20130419,1
17,20130426,1
17,20130503,1
17,20130510,1
17,20130517,1
18,20121203,1
18,20121204,1
18,20121205,1
18,20121206,1
18,20121210,1
18,20121211,1
18,20121212,1
18,20121213,1
18,20121217,1
18,20121218,1
18,20121219,1
18,20121220,1
18,20121225,1
18,20121226,1
18,20121227,1
18,20130101,1
18,20130102,1
18,20130103,1
18,20130107,1
18,20130108,1
18,20130109,1
18,20130110,1
18,20130114,1
18,20130115,1
18,20130116,1
18,20130117,1
18,20130121,1
18,20130122,1
18,20130123,1
18,20130124,1
18,20130128,1
18,20130129,1
18,20130130,1
18,20130131,1
18,20130204,1
18,20130205,1
18,20130206,1
18,20130207,1
18,20130211,1
18,20130212,1
18,20130213,1
18,20130214,1
18,20130218,1
18,20130219,1
18,20130220,1
18,20130221,1
18,20130225,1
18,20130226,1
18,20130227,1
18,20130228,1
18,20130304,1
18,20130305,1
18,20130306,1
18,20130307,1
18,20130311,1
18,20130312,1
18,20130313,1
18,20130314,1
18,20130318,1
18,20130319,1
18,20130320,1
18,20130321,1
18,20130325,1
18,20130326,1
18,20130327,1
18,20130328,1
18,20130401,1
18,20130402,1
18,20130403,1
18,20130404,1
18,20130408,1
18,20130409,1
18,20130410,1
18,20130411,1
18,20130415,1
18,20130416,1
18,20130417,1
18,20130418,1
18,20130422,1
18,20130423,1
18,20130424,1
18,20130425,1
18,20130429,1
18,20130430,1
18,20130501,1
18,20130502,1
18,20130506,1
18,20130507,1
18,20130508,1
18,20130509,1
18,20130513,1
18,20130514,1
18,20130515,1
18,20130516,1
19,20121231,1
20,20121226,1
20,20121227,1
20,20121228,1
20,20121231,1
21,20121130,1
21,20121207,1
21,20121214,1
21,20121221,1
21,20121224,1
21,20121228,1
21,20121231,1
21,20130104,1
21,20130111,1
21,20130118,1
21,20130125,1
21,20130201,1
21,20130208,1
21,20130215,1
21,20130222,1
21,20130301,1
21,20130308,1
21,20130315,1
21,20130322,1
21,20130329,1
21,20130405,1
21,20130412,1
21,20130419,1
21,20130426,1
21,20130503,1
21,20130510,1
21,20130517,1
22,20121203,1
22,20121204,1
22,20121205,1
22,20121206,1
22,20121210,1
22,20121211,1
22,20121212,1
22,20121213,1
22,20121217,1
22,20121218,1
22,20121219,1
22,20121220,1
22,20121226,1
22,20121227,1
22,20130102,1
22,20130103,1
22,20130107,1
22,20130108,1
22,20130109,1
22,20130110,1
22,20130114,1
22,20130115,1
22,20130116,1
22,20130117,1
22,20130122,1
22,20130123,1
22,20130124,1
22,20130128,1
22,20130129,1
22,20130130,1
22,20130131,1
22,20130204,1
22,20130205,1
22,20130206,1
22,20130207,1
22,20130211,1
22,20130212,1
22,20130213,1
22,20130214,1
22,20130219,1
22,20130220,1
22,20130221,1
22,20130225,1
22,20130226,1
22,20130227,1
22,20130228,1
22,20130304,1
22,20130305,1
22,20130306,1
22,20130307,1
22,20130311,1
22,20130312,1
22,20130313,1
22,20130314,1
22,20130318,1
22,20130319,1
22,20130320,1
22,20130321,1
22,20130325,1
22,20130326,1
22,20130327,1
22,20130328,1
22,20130401,1
22,20130402,1
22,20130403,1
22,20130404,1
22,20130408,1
22,20130409,1
22,20130410,1
22,20130411,1
22,20130415,1
22,20130416,1
22,20130417,1
22,20130418,1
22,20130422,1
22,20130423,1
22,20130424,1
22,20130425,1
22,20130429,1
22,20130430,1
22,20130501,1
22,20130502,1
22,20130506,1
22,20130507,1
22,20130508,1
22,20130509,1
22,20130513,1
22,20130514,1
22,20130515,1
22,20130516,1
23,20121130,1
23,20121203,1
23,20121204,1
23,20121205,1
23,20121206,1
23,20121207,1
23,20121210,1
23,20121211,1
23,20121212,1
23,20121213,1
23,20121214,1
23,20121217,1
23,20121218,1
23,20121219,1
23,20121220,1
23,20121221,1
23,20121224,1
23,20130102,1
23,20130103,1
23,20130104,1
23,20130107,1
23,20130108,1
23,20130109,1
23,20130110,1
23,20130111,1
23,20130114,1
23,20130115,1
23,20130116,1
23,20130117,1
23,20130118,1
23,20130122,1
23,20130123,1
23,20130124,1
23,20130125,1
23,20130128,1
23,20130129,1
23,20130130,1
23,20130131,1
23,20130201,1
23,20130204,1
23,20130205,1
23,20130206,1
23,20130207,1
23,20130208,1
23,20130211,1
23,20130212,1
23,20130213,1
23,20130214,1
23,20130215,1
23,20130219,1
23,20130220,1
23,20130221,1
23,20130222,1
23,20130225,1
23,20130226,1
23,20130227,1
23,20130228,1
23,20130301,1
23,20130304,1
23,20130305,1
23,20130306,1
23,20130307,1
23,20130308,1
23,20130311,1
23,20130312,1
23,20130313,1
23,20130314,1
23,20130315,1
23,20130318,1
23,20130319,1
23,20130320,1
23,20130321,1
23,20130322,1
23,20130325,1
23,20130326,1
23,20130327,1
23,20130328,1
23,20130329,1
23,20130401,1
23,20130402,1
23,20130403,1
23,20130404,1
23,20130405,1
23,20130408,1
23,20130409,1
23,20130410,1
23,20130411,1
23,20130412,1
23,20130415,1
23,20130416,1
23,20130417,1
23,20130418,1
23,20130419,1
23,20130422,1
23,20130423,1
23,20130424,1
23,20130425,1
23,20130426,1
23,20130429,1
23,20130430,1
23,20130501,1
23,20130502,1
23,20130503,1
23,20130506,1
23,20130507,1
23,20130508,1
23,20130509,1
23,20130510,1
23,20130513,1
23,20130514,1
23,20130515,1
23,20130516,1
23,20130517,1
24,20130101,1
25,20121130,1
25,20121204,1
25,20121205,1
25,20121206,1
25,20121207,1
25,20121211,1
25,20121212,1
25,20121213,1
25,20121214,1
25,20121218,1
25,20121219,1
25,20121220,1
25,20121221,1
25,20121227,1
25,20121228,1
25,20130103,1
25,20130104,1
25,20130108,1
25,20130109,1
25,20130110,1
25,20130111,1
25,20130115,1
25,20130116,1
25,20130117,1
25,20130118,1
25,20130123,1
25,20130124,1
25,20130125,1
25,20130129,1
25,20130130,1
25,20130131,1
25,20130201,1
25,20130205,1
25,20130206,1
25,20130207,1
25,20130208,1
25,20130212,1
25,20130213,1
25,20130214,1
25,20130215,1
25,20130220,1
25,20130221,1
25,20130222,1
25,20130226,1
25,20130227,1
25,20130228,1
25,20130301,1
25,20130305,1
25,20130306,1
25,20130307,1
25,20130308,1
25,20130312,1
25,20130313,1
25,20130314,1
25,20130315,1
25,20130319,1
25,20130320,1
25,20130321,1
25,20130322,1
25,20130326,1
25,20130327,1
25,20130328,1
25,20130329,1
25,20130402,1
25,20130403,1
25,20130404,1
25,20130405,1
25,20130409,1
25,20130410,1
25,20130411,1
25,20130412,1
25,20130416,1
25,20130417,1
25,20130418,1
25,20130419,1
25,20130423,1
25,20130424,1
25,20130425,1
25,20130426,1
25,20130430,1
25,20130501,1
25,20130502,1
25,20130503,1
25,20130507,1
25,20130508,1
25,20130509,1
25,20130510,1
25,20130514,1
25,20130515,1
25,20130516,1
25,20130517,1
26,20121203,1
26,20121210,1
26,20121217,1
26,20121224,1
26,20121226,1
26,20121231,1
26,20130102,1
26,20130107,1
26,20130114,1
26,20130122,1
26,20130128,1
26,20130204,1
26,20130211,1
26,20130219,1
26,20130225,1
26,20130304,1
26,20130311,1
26,20130318,1
26,20130325,1
26,20130401,1
26,20130408,1
26,20130415,1
26,20130422,1
26,20130429,1
26,20130506,1
26,20130513,1
27,20121201,1
27,20121202,1
27,20121208,1
27,20121209,1
27,20121215,1
27,20121216,1
27,20121222,1
27,20121223,1
27,20121225,1
27,20121229,1
27,20121230,1
27,20130105,1
27,20130106,1
27,20130112,1
27,20130113,1
27,20130119,1
27,20130120,1
27,20130121,1
27,20130126,1
27,20130127,1
27,20130202,1
27,20130203,1
27,20130209,1
27,20130210,1
27,20130216,1
27,20130217,1
27,20130218,1
27,20130223,1
27,20130224,1
27,20130302,1
27,20130303,1
27,20130309,1
27,20130310,1
27,20130316,1
27,20130317,1
27,20130323,1
27,20130324,1
27,20130330,1
27,20130331,1
27,20130406,1
27,20130407,1
27,20130413,1
27,20130414,1
27,20130420,1
27,20130421,1
27,20130427,1
27,20130428,1
27,20130504,1
27,20130505,1
27,20130511,1
27,20130512,1
27,20130518,1
28,20121201,1
28,20121208,1
28,20121215,1
28,20121222,1
28,20121229,1
28,20130101,1
28,20130105,1
28,20130112,1
28,20130119,1
28,20130126,1
28,20130202,1
28,20130209,1
28,20130216,1
28,20130223,1
28,20130302,1
28,20130309,1
28,20130316,1
28,20130323,1
28,20130330,1
28,20130406,1
28,20130413,1
28,20130420,1
28,20130427,1
28,20130504,1
28,20130511,1
28,20130518,1
28,20130525,1
29,20121202,1
29,20121209,1
29,20121216,1
29,20121223,1
29,20121225,1
29,20121230,1
29,20130106,1
29,20130113,1
29,20130120,1
29,20130127,1
29,20130203,1
29,20130210,1
29,20130217,1
29,20130224,1
29,20130303,1
29,20130310,1
29,20130317,1
29,20130324,1
29,20130331,1
29,20130407,1
29,20130414,1
29,20130421,1
29,20130428,1
29,20130505,1
29,20130512,1
29,20130519,1
29,20130526,1
30,20121201,1
30,20121202,1
30,20121208,1
30,20121209,1
30,20121215,1
30,20121216,1
30,20121222,1
30,20121223,1
30,20121229,1
30,20121230,1
30,20130105,1
30,20130106,1
30,20130112,1
30,20130113,1
30,20130119,1
30,20130120,1
30,20130121,1
30,20130126,1
30,20130127,1
30,20130202,1
30,20130203,1
30,20130209,1
30,20130210,1
30,20130216,1
30,20130217,1
30,20130218,1
30,20130223,1
30,20130224,1
30,20130302,1
30,20130303,1
30,20130309,1
30,20130310,1
30,20130316,1
30,20130317,1
30,20130323,1
30,20130324,1
30,20130330,1
30,20130331,1
30,20130406,1
30,20130407,1
30,20130413,1
30,20130414,1
30,20130420,1
30,20130421,1
30,20130427,1
30,20130428,1
30,20130504,1
30,20130505,1
30,20130511,1
30,20130512,1
31,20121201,1
31,20121202,1
31,20121208,1
31,20121209,1
31,20121215,1
31,20121216,1
31,20121222,1
31,20121223,1
31,20121229,1
31,20121230,1
31,20130105,1
31,20130106,1
31,20130112,1
31,20130113,1
31,20130119,1
31,20130120,1
31,20130121,1
31,20130126,1
31,20130127,1
31,20130202,1
31,20130203,1
31,20130209,1
31,20130210,1
31,20130216,1
31,20130217,1
31,20130218,1
31,20130223,1
31,20130224,1
31,20130302,1
31,20130303,1
31,20130309,1
31,20130310,1
31,20130316,1
31,20130317,1
31,20130323,1
31,20130324,1
31,20130330,1
31,20130331,1
31,20130406,1
31,20130407,1
31,20130413,1
31,20130414,1
31,20130420,1
31,20130421,1
